,X,STATION,Station,State,DATE,TIME,HLY.CLDH.NORMAL,HLY.CLOD.PCTBKN,HLY.CLOD.PCTCLR,HLY.CLOD.PCTFEW,HLY.CLOD.PCTOVC,HLY.CLOD.PCTSCT,HLY.DEWP.10PCTL,HLY.DEWP.90PCTL,HLY.DEWP.NORMAL,HLY.HIDX.NORMAL,HLY.HTDH.NORMAL,HLY.PRES.10PCTL,HLY.PRES.90PCTL,HLY.PRES.NORMAL,HLY.TEMP.10PCTL,HLY.TEMP.90PCTL,HLY.TEMP.NORMAL,HLY.WCHL.NORMAL,HLY.WIND.1STDIR,HLY.WIND.1STPCT,HLY.WIND.2NDDIR,HLY.WIND.2NDPCT,HLY.WIND.AVGSPD,HLY.WIND.PCTCLM,HLY.WIND.VCTDIR,HLY.WIND.VCTSPD
117,117,USW00014735,ALBANY INTERNATIONAL AIRPORT,NY,5-Apr,7,0,152,252,103,445,49,18,45,30.8,38.8,26.2,1,1,1,30,50,38.8,34,1,195,5,182,8.2,176,280,2.5
118,118,USW00023050,ALBUQUERQUE INTERNATIONAL AIRPORT,NM,21-Apr,16,7,306,130,178,176,211,7,34,20.6,69.9,2.1,1,1,1,55.9,80.1,69.9,69.6,7,261,5,191,14.8,27,244,7.4
119,119,USW00021504,HILO INTERNATIONAL AIRPORT 87,HI,8-May,0,4.7,258,34,74,583,52,62.1,69.1,65.5,69.7,-777.7,1,1,1,66.9,73,69.7,69.7,6,448,7,141,5.9,56,238,2.9
120,120,USW00013880,CHARLESTON INTL. AIRPORT,SC,14-May,9,8.7,190,314,163,227,106,48,70,61.1,73.6,0.4,1,1,1,64.9,79,73.2,73.2,6,207,7,182,9.3,27,269,1.5
121,121,USW00024128,WINNEMUCCA MUNICIPAL AIRPORT,NV,17-Jun,16,16.5,169,497,159,92,83,18,44.1,31.3,81.1,0.4,1,1,1,66,93,81.1,81.1,7,274,8,203,11.7,25,276,6.6
122,122,USW00003813,MACON MIDDLE GA REGIONAL AIRPORT,GA,15-May,3,1.5,137,515,83,181,83,48,66.9,58.5,62.7,3.8,1,1,1,53.1,70,62.7,62.6,7,174,8,116,4.2,289,286,0.5
123,123,USW00013723,GREENSBORO AIRPORT,NC,9-Jun,9,8.9,227,252,110,294,117,53.1,70,62.5,74.1,0.3,1,1,1,66,81,73.6,73.6,6,271,2,191,8.2,40,278,1.8
124,124,USW00013996,TOPEKA MUNICIPAL AIRPORT,KS,29-May,4,1.2,127,424,88,315,46,46.9,64.9,56.4,60.9,5.3,1,1,1,51.1,70,60.9,60.8,3,158,5,129,5.6,287,120,1.1
125,125,USW00014733,BUFFALO NIAGARA INTERNATIONAL,NY,9-Apr,3,-777.7,107,220,95,523,55,19.9,44.1,31.1,38.8,26.3,1,1,1,28,52,38.8,33.3,6,229,4,141,9.4,49,222,2.5
126,126,USW00003820,AUGUSTA BUSH FIELD AIRPORT,GA,29-Jun,18,20.4,185,346,166,207,96,62.1,73.9,68.2,88.6,0,1,1,1,75.9,93.9,85.4,85.4,4,242,5,161,7.3,60,186,2.1
127,127,USW00003856,HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD,AL,24-May,7,3.9,177,300,130,333,61,50,69.1,60.6,67.3,1.6,1,1,1,57.9,73.9,67.3,67.3,4,269,3,154,6.9,122,142,2.4
128,128,USW00014860,ERIE INTERNATIONAL AIRPORT,PA,1-May,1,0.4,83,413,65,381,58,28,52,39.1,49.1,16.3,1,1,1,37.9,63,49.1,46.8,5,334,6,149,7.6,136,193,3.1
129,129,USW00021504,HILO INTERNATIONAL AIRPORT 87,HI,5-May,7,3.8,301,36,116,481,67,57.9,66.9,63.3,68.8,-777.7,1,1,1,66,71.1,68.8,68.8,6,585,7,143,6,42,234,4.1
130,130,USW00014777,WILKES BARRE SCRANTON INTERNATIONAL AIRPORT,PA,4-Apr,3,-777.7,78,292,57,531,41,16,45,30.5,40.2,24.9,1,1,1,28.9,54,40.2,36.2,3,173,6,144,6.8,151,305,1
131,131,USW00012836,KEY WEST INTERNATIONAL AIRPORT,FL,22-Jun,12,21.7,226,228,245,151,151,72,78.1,75,96.1,0,1,1,1,82.9,89.1,86.7,86.7,4,431,5,181,9.6,13,137,6.2
132,132,USC00244558,KALISPELL GLACIER PARK INTERNATIONAL AIRPORT,MT,21-May,15,3.7,291,179,107,296,126,28,48.9,38.9,64,4.7,1,1,1,51.1,78.1,64,63.7,5,250,6,184,9.2,38,179,3.5
133,133,USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT,IL,4-May,19,1.5,230,109,160,369,132,27,55.9,40.6,57.5,9.1,1,1,1,45,72,57.5,55.9,2,242,3,161,11,9,70,1.9
134,134,USW00012816,GAINESVILLE REGIONAL AIRPORT,FL,18-May,7,3.3,217,436,122,157,67,55.9,71.1,64.2,67.3,1.1,1,1,1,61,73,67.3,67.3,7,125,2,120,3.8,387,357,0.6
135,135,USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT,UT,8-Apr,11,0.6,314,87,134,335,130,21,39,30.2,53.8,11.8,1,1,1,41,66.9,53.8,51.8,5,249,8,244,11.4,43,215,2.8
136,136,USW00093842,COLUMBUS METROPOLITAN AIRPORT,GA,28-Apr,10,5.4,172,417,80,255,75,39.9,66,54.5,69.4,1,1,1,1,60.8,77,69.4,69.4,5,154,3,145,8.2,64,230,0.9
137,137,USW00093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT,KY,3-May,11,2.9,248,117,151,376,108,34,61,47.8,63.7,4.2,1,1,1,52,75,63.7,63.3,6,231,5,147,10.7,29,231,2.9
138,138,USW00026425,GULKANA AIRPORT,AK,4-May,15,0.1,365,27,56,444,108,17.1,33.1,24.3,50.5,14.6,1,1,1,42.1,59,50.5,47.9,5,377,4,166,9.9,75,168,5.2
139,139,USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT,WA,5-Jun,4,-777.7,166,97,121,546,70,42.1,52,47.5,52,13,1,1,1,48,57,52,51,5,345,6,184,6.3,100,178,2.5
140,140,USW00023050,ALBUQUERQUE INTERNATIONAL AIRPORT,NM,6-Apr,17,3.6,237,164,199,190,211,6.1,32,18.1,63.9,4.7,1,1,1,48.9,75,63.9,63.2,7,223,8,201,14.7,36,258,6.8
141,141,USW00025309,JUNEAU INTERNATIONAL AIRPORT,AK,23-Jun,17,1.7,224,69,72,570,65,42.1,53.1,47.9,60.5,6.2,NA,NA,NA,52,72,60.5,60.3,3,283,6,191,8.8,31,135,1.8
142,142,USW00013897,NASHVILLE INTERNATIONAL AIRPORT,TN,17-May,9,6.5,279,182,104,315,119,43,66.9,57.1,70.6,1.1,1,1,1,60.1,79,70.4,70.3,5,260,6,173,8.8,54,201,2.8
143,143,USW00014768,ROCHESTER GREATER INTERNATIONAL,NY,17-May,16,3.9,283,70,112,382,153,30,59,45.3,64.6,4.4,1,1,1,51.1,79,64.6,64.1,7,243,1,173,11.9,18,299,4.2
144,144,USW00003940,JACKSON INTERNATIONAL AIRPORT,MS,27-May,17,17.3,183,255,255,178,128,55,71.1,64.3,84.1,0,1,1,1,73,90,82.3,82.3,5,168,1,152,7.6,67,182,0.9
145,145,USW00003945,COLUMBIA REGIONAL AIRPORT,MO,10-Jun,14,14.2,247,185,185,245,139,52,72,62.9,80.6,0.2,1,1,1,69.1,88,79,79,5,243,4,150,10.5,31,195,3.4
146,146,USW00093862,TUPELO REGIONAL AIRPORT,MS,29-Jun,6,7.4,138,406,161,230,66,63,73,68.7,72.3,0.1,1,1,1,66.9,77,72.3,72.3,5,235,1,133,3.5,333,179,0.9
147,147,USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT,WA,17-May,7,-777.7,247,85,76,524,67,39.9,51.1,45.4,51.3,13.7,1,1,1,46,57,51.3,49.6,5,349,6,221,7.3,67,186,2.8
148,148,USW00004725,BINGHAMTON GREATER AP,NY,4-Jun,7,0.5,114,355,84,386,61,39.9,62.1,51.2,57,8.5,1,1,1,46.9,66,57,56.1,7,218,6,165,8,45,247,2.8
149,149,USW00013876,BIRMINGHAM AIRPORT,AL,16-May,12,13.1,341,105,127,200,227,45,68,58.4,78.7,0.1,1,1,1,68,86,78,77.9,6,180,5,177,9.4,33,231,2.5
150,150,USW00014920,LA CROSSE MUNICIPAL AIRPORT,WI,15-Jun,9,6.1,185,292,130,296,98,48,68,58,70.5,1,NA,NA,NA,61,79,70.2,70.1,5,277,8,173,8.7,47,192,2.2
151,151,USW00024144,HELENA AIRPORT ASOS,MT,21-May,20,1.2,188,287,121,335,69,27,48,37.7,58,8.3,1,1,1,46,70,58,57,7,340,8,215,8.1,96,281,5.1
152,152,USW00013877,BRISTOL TRI CITY AIRPORT,TN,25-Apr,14,5.7,233,196,141,276,154,30.9,59,45.9,68,2.7,1,1,1,55,80.1,68,67.7,7,295,6,287,9,66,254,5.9
153,153,USW00014944,SIOUX FALLS FOSS FIELD,SD,25-Jun,19,12.5,156,391,234,129,90,48,69.1,59.3,78.2,0.2,1,1,1,66.9,87.1,77.3,77.3,5,210,4,157,10.6,33,149,2
154,154,USW00093862,TUPELO REGIONAL AIRPORT,MS,9-Jun,10,15.6,186,328,205,193,88,57,73.4,66.7,83.2,-777.7,1,1,1,72,87.8,80.6,80.6,5,212,6,188,7.3,73,209,2.3
155,155,USW00024089,CASPER NATRONA CO INTERNATIONAL AIRPORT,WY,17-May,2,-777.7,145,429,90,272,65,27,44.1,35.9,43.6,21.4,1,1,1,33.1,53.1,43.6,39.7,6,243,7,186,8.1,45,286,2.8
156,156,USW00003889,JACKSON JULIAN CARROLL AIRPORT,KY,13-Jun,21,6.4,154,393,152,234,67,51.1,69.1,61.6,71.1,0.4,1,1,1,64,78.1,71,71,5,177,6,108,4.2,276,167,0.8
157,157,USW00093058,PUEBLO MEMORIAL AIRPORT,CO,13-Jun,20,7.3,219,483,93,139,67,28.9,55,43.6,71.3,1,1,1,1,61,82,71.3,71.2,3,204,2,165,10.3,58,51,2.7
158,158,USW00024021,LANDER HUNT FIELD AIRPORT,WY,17-Apr,4,-777.7,116,465,72,268,78,12.9,33.1,23.9,37.5,27.5,1,1,1,27,48.9,37.5,33.7,6,227,7,186,5.9,209,254,3.2
159,159,USW00094910,WATERLOO MUNICIPAL AIRPORT,IA,14-Jun,5,1.3,192,386,95,243,85,46.9,66,57,61.3,5.1,1,1,1,51.1,70,61.3,61.1,4,205,5,148,6.5,205,167,2.2
160,160,USW00026615,BETHEL AIRPORT,AK,18-May,10,0,263,61,70,506,100,27,39.9,33.7,43.1,21.9,1,1,1,33.1,53.1,43.1,37.9,5,180,8,157,11.2,29,122,0.9
161,161,USW00013873,ATHENS BEN EPPS AIRPORT,GA,8-Jun,5,2.9,138,428,119,264,51,55,69.1,63.3,66.5,1.4,1,1,1,59,72,66.5,66.5,6,180,7,127,4,271,258,0.4
162,162,USW00014732,LA GUARDIA AIRPORT,NY,23-Jun,22,7.9,223,182,186,264,145,51.1,69.1,60.7,73,0.2,1,1,1,66,80.1,72.7,72.6,5,268,6,231,9.4,38,220,3.4
163,163,USW00023232,SACRAMENTO EXECUTIVE AIRPORT,CA,28-Apr,22,0.3,94,627,118,113,48,39,54,46.8,56.6,8.7,1,1,1,50,64.9,56.6,56.3,6,408,5,251,6.4,149,210,4.4
164,164,USW00094746,WORCESTER,MA,11-Jun,3,0.5,NA,NA,NA,NA,NA,39.9,63,51,57.1,8.4,NA,NA,NA,48,66,57.1,56.4,7,330,8,169,8.4,53,285,4.5
165,165,USW00013968,TULSA INTERNATIONAL AIRPORT,OK,27-Jun,0,11.8,92,594,112,115,87,62.1,73,68.4,78.2,-777.7,1,1,1,70,82.9,76.8,76.8,5,468,4,198,7.8,93,171,5.3
166,166,USW00013723,GREENSBORO AIRPORT,NC,19-Jun,16,17.6,260,41,255,218,225,54,70,62.9,83.9,-777.7,1,1,1,73,90,82.6,82.6,6,230,2,160,8.6,36,232,1.7
167,167,USW00014607,CARIBOU MUNICIPAL AIRPORT,ME,7-Apr,10,-777.7,141,228,75,526,30,12,36,24.4,36.6,28.4,1,1,1,28,46,36.6,29.8,8,258,1,144,10.6,63,315,4
168,168,USW00003945,COLUMBIA REGIONAL AIRPORT,MO,11-May,4,0.3,87,443,94,337,40,37.9,62.1,50.7,55.4,10,1,1,1,45,64.9,55.3,54.4,4,228,5,203,8.3,47,156,1.9
169,169,USW00024033,BILLINGS INTERNATIONAL AIRPORT,MT,22-Jun,8,1.5,186,226,289,184,114,37.9,55,47.6,62.6,3.9,1,1,1,55,71.1,62.6,62.4,6,455,5,134,8.4,63,239,4.1
170,170,USW00013962,ABILENE REGIONAL AIRPORT,TX,19-Jun,22,13.1,90,670,104,92,44,55.9,69.1,63.1,78.7,-777.7,1,1,1,71.1,84.9,78,78,4,588,5,203,10.2,11,139,8.1
171,171,USW00012924,CORPUS CHRISTI INTERNATIONAL AIRPORT,TX,26-May,19,14.9,237,217,274,118,154,66,75.9,71.5,83.3,0,1,1,1,75.9,82.9,79.9,79.9,4,761,3,162,14.1,4,129,12.8
172,172,USW00012916,NEW ORLEANS INTERNATIONAL AIRPORT,LA,19-Apr,22,3.4,129,399,145,223,105,46.9,69.1,59.7,66.9,1.5,1,1,1,59,73.9,66.9,66.9,4,317,5,237,8.2,62,154,3
173,173,USW00024156,POCATELLO REGIONAL AIRPORT,ID,7-Jun,19,4.8,258,288,131,200,122,30,51.1,41.4,66.4,3.4,1,1,1,53.1,79,66.4,66.1,6,345,7,177,10.4,40,228,5.7
174,174,USW00014936,HURON REGIONAL AIRPORT,SD,16-May,6,-777.7,158,362,86,328,66,33.1,55.9,44.5,49.7,15.4,1,1,1,37.9,61,49.7,47.5,4,272,8,175,9.7,84,134,1.3
175,175,USW00024121,ELKO REGIONAL AIRPORT,NV,27-Jun,7,1.1,85,690,121,60,44,27,46.9,37.5,62.1,4,1,1,1,54,69.1,62.1,62.1,3,132,6,131,3.3,452,156,0.8
176,176,USW00004725,BINGHAMTON GREATER AP,NY,9-May,18,1.7,166,276,106,373,78,26.1,55,40.6,58.9,7.8,1,1,1,46,73,58.9,57.7,8,280,5,158,10.3,20,301,2.9
177,177,USW00023273,SANTA MARIA PUBLIC AIRPORT,CA,29-Apr,19,0.1,140,411,158,190,101,42.8,52,47.7,54.5,10.6,1,1,1,51.1,59,54.5,54,8,509,7,353,9,38,294,8.1
178,178,USW00093037,COLORADO SPRINGS MUNICIPAL AIRPORT,CO,26-Apr,22,-777.7,142,364,144,259,90,17.1,39,29.4,45.4,19.6,1,1,1,34,57,45.4,41.5,1,277,8,176,9.5,60,6,3.9
179,179,USW00025339,YAKUTAT AIRPORT,AK,22-May,2,0,149,95,81,596,79,32,45.7,39.4,41.4,23.6,1,1,1,33.1,48,41.4,39.4,3,256,4,117,3.5,424,95,2.2
180,180,USW00026442,VALDEZ WEATHER SERVICE OFFICE,AK,8-Jun,19,0.2,212,79,90,573,46,39,48,43.8,55.2,10,1,1,1,48.6,63,55.2,54.6,7,629,6,246,8.9,37,264,8.2
181,181,USW00094012,HAVRE AIRPORT ASOS,MT,8-Apr,10,-777.7,170,345,133,296,56,16,36,26.7,44.5,20.5,1,1,1,28.9,57,44.5,40.2,6,300,7,192,11.9,74,260,3.9
182,182,USW00026615,BETHEL AIRPORT,AK,17-May,5,0,155,80,111,552,102,26.1,37.9,32.2,34.9,30.1,1,1,1,28.9,42.1,34.9,28.2,8,249,5,126,9.2,24,307,1.3
183,183,USW00013729,ELKINS RANDOLPH CO AIRPORT,WV,29-Apr,5,-777.7,124,271,86,463,57,27,53.1,39.6,43.4,21.7,1,1,1,30,55.9,43.3,42.6,7,105,4,105,3,569,255,1.4
184,184,USW00093820,LEXINGTON BLUEGRASS AIRPORT,KY,22-May,3,0.8,126,417,75,335,47,42.1,64.9,54.1,59,6.8,1,1,1,46.9,68,59,58.7,5,219,6,177,6.2,116,179,2
185,185,USW00023237,STOCKTON METROPOLITAN AIRPORT,CA,17-Apr,10,1.8,193,450,105,191,61,37,53.1,45.5,63.4,3.5,1,1,1,55.9,72,63.4,63.3,8,354,7,272,9.4,59,293,5.7
186,186,USW00014925,ROCHESTER INTERNATIONAL AIRPORT,MN,12-May,0,0.2,110,426,65,331,68,30.9,55.9,43.2,51.6,13.6,1,1,1,41,63,51.6,49.1,5,200,4,185,12,9,191,2.8
187,187,USW00023050,ALBUQUERQUE INTERNATIONAL AIRPORT,NM,5-May,3,-777.7,136,508,141,115,99,10.9,42.1,26.8,52.9,12.1,1,1,1,45,61,52.9,51.8,4,234,3,181,7.9,78,95,2.4
188,188,USW00013957,SHREVEPORT REGIONAL AIRPORT,LA,2-Jun,7,7.5,247,179,107,379,88,60.1,73,67.8,72.5,0.2,1,1,1,66.9,78.1,72.3,72.3,5,254,4,204,6.5,154,159,2.9
189,189,USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT,VA,25-May,22,4,197,211,154,372,67,44.1,68,56.9,67.1,2,1,1,1,57,75.9,67,67,5,331,8,139,7.8,77,196,2.1
190,190,USW00025713,ST PAUL ISLAND AIRPORT,AK,2-Apr,23,0,NA,NA,NA,NA,NA,8.1,32,22.2,26.1,38.9,1,1,1,14,34,26.1,14.4,1,233,2,152,15.9,22,21,3.8
191,191,USW00014711,MIDDLETOWN HARRISBURG INTERNATIONAL AIRPORT,PA,30-Apr,0,NA,122,397,103,324,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,192,USW00014768,ROCHESTER GREATER INTERNATIONAL,NY,26-Apr,13,2.1,199,82,162,459,98,24.1,54,37.8,57.7,9.4,1,1,1,43,73.9,57.7,55.7,7,262,8,155,12.8,18,286,5.3
193,193,USW00026425,GULKANA AIRPORT,AK,21-Apr,20,0,301,72,104,366,157,14.9,30,21.7,40.4,24.7,1,1,1,33.1,48.2,40.3,36.4,5,391,1,144,6.9,133,172,3.4
194,194,USW00012960,HOUSTON INTERCONTINENTAL AIRPORT,TX,13-Jun,0,11.8,216,214,219,142,209,66.9,75.9,72,78.5,-777.7,1,1,1,72,81,76.8,76.8,5,341,4,194,5.3,213,151,3.6
195,195,USW00093821,LOUISVILLE INTERNATIONAL AIRPORT,KY,20-Jun,21,12.1,298,128,213,170,191,53.1,72,63.9,78.3,-777.7,1,1,1,70,84,77.1,77.1,5,218,6,156,6.5,62,197,1.1
196,196,USW00013876,BIRMINGHAM AIRPORT,AL,17-Jun,22,8.5,211,377,123,155,135,60.1,72,66.8,73.7,0.1,1,1,1,66.9,79,73.4,73.4,2,257,4,102,3.7,349,79,1.2
197,197,USW00023155,BAKERSFIELD AIRPORT,CA,30-Apr,20,4,133,606,106,118,36,33.1,53.1,43.5,66.8,2.2,1,1,1,57,75.9,66.8,66.8,1,511,8,231,7.8,54,352,6.5
198,198,USW00023044,EL PASO INTERNATIONAL AIRPORT,TX,16-Apr,22,3.5,149,513,138,131,69,12,39.9,25.2,65.2,3.3,1,1,1,54,75,65.2,65,7,215,8,185,10.2,69,272,3.9
199,199,USW00013895,MONTGOMERY AIRPORT,AL,5-Jun,0,6.2,131,522,142,159,47,59,72,66.2,71.1,0.3,1,1,1,64.9,77,70.9,70.9,6,190,5,170,3.7,343,178,1.5
200,200,USW00022516,KAHULUI AIRPORT,HI,27-May,13,18.6,190,135,345,74,255,62.1,70,65.8,85.9,0,1,1,1,80.1,87.8,83.6,83.6,2,745,1,121,19,0,45,17.7
201,201,USW00014739,BOSTON,MA,31-May,9,3,227,128,121,415,109,41,62.1,51.8,64.2,3.9,1,1,1,53.1,75,64.2,63.9,7,168,3,154,11.3,7,312,1.4
202,202,USW00012835,FORT MYERS PAGE FIELD AIRPORT,FL,10-Jun,19,17,322,236,173,158,111,68,75.9,71.8,86.1,0,1,1,1,75,87.1,82,82,3,170,8,152,8,65,235,0.6
203,203,USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT,MO,2-Apr,10,1.1,217,146,123,413,101,23,55.9,38.7,53.4,12.7,1,1,1,39,70,53.4,50.6,8,212,5,159,12.3,20,240,2.6
204,204,USW00094908,DUBUQUE REGIONAL AIRPORT,IA,18-May,15,5.1,200,245,150,338,68,35.6,63,49,67.3,2.9,1,1,1,54,80.1,67.2,66.9,5,171,2,148,12.6,18,238,1
205,205,USW00013874,ATLANTA HARTSFIELD INTERNATIONAL AIRPORT,GA,20-May,0,3.8,196,299,192,210,103,46.9,66.9,58.4,67.3,1.5,1,1,1,59,73.9,67.3,67.3,8,203,6,154,6.7,103,251,1
206,206,USW00013729,ELKINS RANDOLPH CO AIRPORT,WV,27-Apr,3,-777.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,30.9,57,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,207,USW00023185,RENO TAHOE INTERNATIONAL AIRPORT,NV,5-Apr,23,0,159,402,126,202,110,15.1,34,25.3,44.4,20.6,1,1,1,34,55,44.4,41.6,7,199,1,139,6.4,151,284,2
208,208,USW00013996,TOPEKA MUNICIPAL AIRPORT,KS,17-Jun,8,7.9,117,414,115,277,77,55.9,71.1,64.2,73.1,0.3,1,1,1,64.9,80.1,72.6,72.6,5,221,4,169,8.2,109,174,3.5
209,209,USW00012844,WEST PALM BEACH INTERNATIONAL AIRPORT,FL,15-Jun,11,20.8,461,12,155,119,253,70,75.9,72.6,92.4,0,1,1,1,81,90,85.8,85.8,3,269,4,267,10.6,31,119,5.6
210,210,USW00023061,ALAMOSA SAN LUIS VALLEY REGIONAL AIRPORT,CO,20-May,9,0.4,144,557,157,91,51,18,41,30.7,57.4,7.9,1,1,1,48.9,66,57.4,56.9,5,239,4,141,7.9,92,192,3.6
211,211,USW00014711,MIDDLETOWN HARRISBURG INTERNATIONAL AIRPORT,PA,27-Jun,14,16.6,272,143,239,190,155,50,71.6,61.4,83,-777.7,NA,NA,NA,73,90,81.5,81.5,8,233,7,208,9.2,84,266,3.8
212,212,USW00022536,LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1,HI,6-Apr,7,5.2,435,70,108,245,142,59,68,63.7,70.1,0.1,1,1,1,64.9,73.9,70.1,70.1,2,433,3,223,13.6,13,52,9.7
213,213,USW00012815,ORLANDO INTERNATIONAL AIRPORT,FL,15-Jun,21,12.2,337,80,116,359,107,66.9,73.9,71.1,78.2,0,1,1,1,73,81,77.2,77.2,3,230,4,200,6.8,67,123,2.9
214,214,USW00014826,FLINT BISHOP INTERNATIONAL AIRPORT,MI,24-Apr,6,-777.7,128,290,116,402,64,24.1,50,36,42.5,22.5,1,1,1,30.9,57,42.5,38.7,5,166,6,154,7.9,111,209,0.9
215,215,USW00013891,KNOXVILLE MCGHEE TYSON AIRPORT,TN,18-Jun,4,3.1,145,416,117,250,72,57,70,64,66.9,1.2,1,1,1,60.1,72,66.9,66.9,6,172,2,164,3.4,391,278,0.6
216,216,USW00014933,DES MOINES INTERNATIONAL AIRPORT,IA,5-Jun,22,3.9,166,332,122,290,90,45,66,56,67.1,1.8,1,1,1,57,75,67.1,67.1,5,232,4,215,7.9,69,148,2.7
217,217,USW00093820,LEXINGTON BLUEGRASS AIRPORT,KY,26-May,10,5.9,165,344,95,314,81,45,68,57.6,69.6,1.5,1,1,1,59,79,69.4,69.4,6,265,5,169,8.8,33,228,3.5
218,218,USW00024121,ELKO REGIONAL AIRPORT,NV,28-Jun,8,4.8,91,692,108,60,48,27,48,37.8,68.5,1.4,1,1,1,59,75.9,68.5,68.5,6,189,2,125,4.1,367,190,1.3
219,219,USW00012924,CORPUS CHRISTI INTERNATIONAL AIRPORT,TX,20-Apr,21,6.3,210,273,125,316,76,52,73,64.6,70.8,0.4,1,1,1,64.9,75.9,70.8,70.8,4,619,3,141,12.8,13,129,10.1
220,220,USW00093821,LOUISVILLE INTERNATIONAL AIRPORT,KY,2-Apr,3,0.3,110,319,95,436,40,24.1,55,38.4,48.2,17.1,1,1,1,34,64,48.2,45.6,4,148,5,137,7.8,80,249,1.6
221,221,USW00014607,CARIBOU MUNICIPAL AIRPORT,ME,4-Apr,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.9,NA,NA,NA,19,37.9,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,222,USW00093738,WASHINGTON DULLES INTERNATIONAL AIRPORT,VA,13-May,13,7.2,210,88,161,392,150,36,64,51.1,70.7,1.7,1,1,1,57,84,70.5,70.4,8,181,5,156,10,18,267,2.9
223,223,USW00025624,COLD BAY AIRPORT,AK,23-May,4,0,113,38,38,779,32,30,39.9,35.5,38.3,26.7,NA,NA,NA,33.8,42.8,38.3,30.8,4,338,8,230,14,40,165,3.7
224,224,USW00013739,PHILADELPHIA INTERNATIONAL AIRPORT,PA,22-May,12,7.5,297,64,158,333,148,37.9,64.9,52.7,71.2,1.5,1,1,1,57.9,82.9,70.9,70.9,6,232,3,136,10.3,18,260,2.1
225,225,USW00012816,GAINESVILLE REGIONAL AIRPORT,FL,16-Apr,10,7,234,408,129,156,73,42.1,67.5,57.1,71.3,0.8,1,1,1,62.1,78.1,71.2,71.2,4,149,2,128,9.2,42,160,0.6
226,226,USW00024149,LEWISTON NEZ PERCE CO AIRPORT,ID,15-Apr,20,0.2,152,329,135,349,35,NA,NA,NA,NA,12.5,NA,NA,NA,44.1,64,52.7,51.3,4,199,5,169,5.9,146,185,1.7
227,227,USW00093729,CAPE HATTERAS BILLY MITCHELL FIELD,NC,31-May,9,9.3,179,388,140,223,70,54,73,64.6,74.6,0.2,1,1,1,66.9,80.1,74.1,74.1,6,300,2,207,10.1,9,246,1.5
228,228,USW00013904,AUSTIN BERGSTROM INTERNATIONAL AIRPORT,TX,8-Apr,6,1,NA,NA,NA,NA,NA,35.1,66,52.1,NA,7.9,1,1,1,45,70,58.1,NA,5,197,8,105,5.1,355,211,0.2
229,229,USW00026425,GULKANA AIRPORT,AK,18-Apr,18,0,288,62,99,403,147,12,27,19.6,42,23.1,1,1,1,33.8,50,41.9,37.1,5,396,1,139,9.3,101,170,4.8
230,230,USW00094224,ASTORIA REGIONAL AIRPORT,OR,20-Jun,10,0.5,164,175,56,584,21,46.9,57,51.7,60.5,5,1,1,1,55,64.9,60.5,60.5,8,299,6,207,8.7,40,288,5
231,231,USW00014944,SIOUX FALLS FOSS FIELD,SD,11-Jun,2,1.3,158,385,110,296,50,44.1,64,54,60.5,5.9,1,1,1,50,70,60.4,60.3,5,175,4,150,7.8,152,151,2.1
232,232,USW00003103,FLAGSTAFF PULLIAM AIRPORT,AZ,23-Jun,9,6,NA,NA,NA,NA,NA,21,45,32.2,70.4,0.6,NA,NA,NA,63,78.1,70.4,70.4,6,428,5,214,8,106,210,5.5
233,233,USW00023065,GOODLAND RENNER FIELD,KS,3-May,17,4.3,138,442,101,247,71,26.1,51.1,39,63.7,5.6,1,1,1,46.9,79,63.7,62.6,4,215,5,192,15.3,11,115,3.1
234,234,USW00014936,HURON REGIONAL AIRPORT,SD,4-Apr,2,0,86,422,63,393,36,18,41,29,35.4,29.6,1,1,1,23,46.9,35.4,28.8,4,214,8,199,10.5,67,22,1.3
235,235,USW00014735,ALBANY INTERNATIONAL AIRPORT,NY,27-Apr,14,2.7,221,232,178,342,27,24.1,53.1,37.4,60.9,6.7,1,1,1,46.9,75,60.9,59.9,8,228,5,187,11.9,34,286,3.9
236,236,USW00024233,SEATTLE TACOMA INTERNATIONAL AIRPORT,WA,14-May,15,1.8,315,49,103,387,146,36,52,44.1,61.5,5.3,1,1,1,53.1,72,61.5,61.3,6,347,7,176,9.1,24,247,5
237,237,USW00003820,AUGUSTA BUSH FIELD AIRPORT,GA,16-Apr,8,0.5,112,457,81,312,38,37,63,51.2,58.1,7.4,1,1,1,48,66.9,58.1,57.6,1,151,7,137,5.6,292,299,1.5
